Season,Name,Team,G,PA,wOBA,wRCplus,BsR,Off,Def,WAR,Age,playerid
1972,Darrell Porter,Brewers,18,63,0.2,25,0,-4.7,0.1,-0.3,20,1010450
1965,Darrell Sutherland,Mets,18,13,0.197,22,0,-1.2,1,0,23,1012737
1964,Darrell Sutherland,Mets,10,5,0.179,10,0,-0.5,0.4,0,22,1012737
1978,Darrell Woodard,Athletics,33,10,0.071,-66,-0.9,-2.8,0,-0.3,21,1014207
1983,Darren Daulton,Phillies,2,4,0.403,154,0,0.2,0.1,0,21,1003010
1985,Darren Daulton,Phillies,36,119,0.31,92,0.6,-0.5,1.6,0.5,23,1003010
1994,Darren Dreifort,Dodgers,28,2,0.899,476,0,1,0.2,0.1,22,647
1991,Darren Lewis,Giants,72,267,0.316,102,-0.2,0.4,-3.1,0.6,23,286
1990,Darren Lewis,Athletics,25,46,0.301,91,0.4,-0.1,2.8,0.4,22,286
1989,Darrin Fletcher,Dodgers,5,9,0.623,316,0,2.1,0.1,0.3,22,1302
1990,Darrin Fletcher,- - -,11,24,0.159,-10,0,-3.1,-1.7,-0.4,23,1302
1985,Darrin Jackson,Cubs,5,11,0.082,-69,0,-2.1,0,-0.2,22,1006296
1988,Darryl Hamilton,Brewers,44,117,0.249,53,0.2,-6.2,1.5,-0.1,23,1005272
1992,Darryl Kile,Astros,22,40,0.191,16,0,-3.7,3.7,0.1,23,1163
1991,Darryl Kile,Astros,37,45,0.052,-79,0,-9.1,4.1,-0.4,22,1163
1983,Darryl Motley,Royals,19,72,0.308,88,0,-1,0.2,0.2,23,1009260
1981,Darryl Motley,Royals,42,135,0.273,69,-0.9,-5.4,-1.6,-0.3,21,1009260
1985,Darryl Strawberry,Mets,111,470,0.405,162,0.7,34,-3.9,4.8,23,1012606
1983,Darryl Strawberry,Mets,122,473,0.367,131,1.4,18.5,-7.2,2.8,21,1012606
1984,Darryl Strawberry,Mets,147,602,0.353,126,2.2,19.6,-10.7,3.1,22,1012606
1986,Daryl Boston,White Sox,56,224,0.334,101,-0.2,0.1,5.9,1.4,23,1001219
1985,Daryl Boston,White Sox,95,248,0.269,60,-0.8,-12.7,2.8,-0.2,22,1001219
1984,Daryl Boston,White Sox,35,87,0.201,17,1.2,-7.2,2.7,-0.2,21,1001219
1981,Daryl Sconiers,Angels,15,53,0.303,93,0,-0.4,0.1,0.1,22,1011670
1982,Daryl Sconiers,Angels,12,15,0.215,28,0,-1.3,-0.2,-0.1,23,1011670
1952,Daryl Spencer,Giants,7,18,0.341,102,0,0.1,0.2,0.1,23,1012321
2008,Daryl Thompson,Reds,4,2,0,-100,0,-0.6,0.2,0,22,6603
1998,Daryle Ward,Astros,4,4,0.403,150,0,0.3,0,0,23,579
1967,Dave Adlesh,Astros,39,106,0.219,42,0,-6.7,1.5,-0.2,23,1000078
1965,Dave Adlesh,Astros,15,37,0.189,19,0,-3.4,0.6,-0.2,21,1000078
1964,Dave Adlesh,Colt .45's,3,10,0.179,14,0,-1,0.1,-0.1,20,1000078
1963,Dave Adlesh,Colt .45's,6,8,0,-100,0,-1.8,-0.9,-0.3,19,1000078
1966,Dave Adlesh,Astros,3,6,0,-100,0,-1.4,0,-0.1,22,1000078
1984,Dave Anderson,Dodgers,121,433,0.301,92,1,-3,6.4,1.9,23,1000223
1983,Dave Anderson,Dodgers,61,131,0.232,43,0,-8.7,-1,-0.6,22,1000223
1889,Dave Anderson,Quakers,5,11,0.208,29,0,-1.3,0.7,0,20,1000222
1890,Dave Anderson,- - -,16,54,0.117,-12,-0.3,-9.5,2.7,-0.4,21,1000222
1973,Dave Augustine,Pirates,11,7,0.318,98,0,0,-1.1,-0.1,23,1000363
1926,Dave Barbee,Athletics,19,50,0.242,29,0,-4.8,-0.4,-0.3,21,1000527
1975,Dave Bergman,Yankees,7,19,0.075,-65,0,-3.5,-0.2,-0.3,22,1000879
1914,Dave Black,Chi-Feds,9,8,0.332,100,0,0,0.4,0.1,22,1001009
1915,Dave Black,- - -,33,58,0.172,7,0,-6.1,2.5,-0.2,23,1001009
1999,Dave Borkowski,Tigers,17,3,0,-100,0,-0.9,0.3,0,22,2002
1965,Dave Boswell,Twins,36,39,0.313,97,0,-0.1,3.1,0.5,20,1001222
1968,Dave Boswell,Twins,37,68,0.28,82,0,-1.2,4.4,0.6,23,1001222
1967,Dave Boswell,Twins,44,79,0.257,63,0,-3.1,5.7,0.5,22,1001222
1964,Dave Boswell,Twins,4,10,0.199,19,0,-0.9,0.8,0,19,1001222
1966,Dave Boswell,Twins,32,66,0.143,-17,0,-8.5,4.7,-0.2,21,1001222
1901,Dave Brain,White Sox,5,21,0.371,120,-0.2,0.4,0,0.1,22,1001335
1911,Dave Callahan,Naps,6,17,0.315,79,-0.1,-0.6,-0.1,0,22,1001839
1910,Dave Callahan,Naps,13,51,0.243,50,0.7,-1.9,0.4,0,21,1001839
1970,Dave Cash,Pirates,64,230,0.348,110,0.3,3.2,2.3,1.4,22,1002041
1969,Dave Cash,Pirates,18,74,0.341,113,0.4,1.5,4.4,0.9,21,1002041
1971,Dave Cash,Pirates,123,532,0.324,105,0.9,4,0.9,2.5,23,1002041
1974,Dave Chalk,Angels,133,515,0.29,86,-1.7,-9.3,0.4,0.8,23,1002114
1973,Dave Chalk,Angels,24,79,0.285,80,0,-1.7,-0.8,0,22,1002114
1986,Dave Clark,Indians,18,68,0.353,116,0.2,1.5,-0.2,0.4,23,1002277
1986,Dave Cochrane,White Sox,19,68,0.236,38,0,-5.1,0.1,-0.3,23,1002381
2000,Dave Coggin,Phillies,5,8,0,-100,0,-2.4,0.9,-0.1,23,951
1953,Dave Cole,Braves,10,2,1.042,525,0,1.1,0.1,0.1,22,1002413
1951,Dave Cole,Braves,23,17,0.464,179,0,1.7,1,0.3,20,1002413
1954,Dave Cole,Cubs,19,31,0.274,50,0,-1.9,2.4,0.1,23,1002413
1950,Dave Cole,Braves,4,1,0,-100,0,-0.3,0.1,0,19,1002413
1952,Dave Cole,Braves,22,8,0,-100,0,-2,0.6,-0.1,21,1002413
1975,Dave Collins,Angels,93,362,0.325,106,1,3.3,-7.7,0.8,22,1002449
1976,Dave Collins,Angels,99,413,0.314,104,-0.8,0.9,0,1.4,23,1002449
1970,Dave Concepcion,Reds,101,296,0.289,76,1.3,-7.6,1.6,0.4,22,1002494
1971,Dave Concepcion,Reds,130,354,0.228,42,0.8,-21.7,17.4,0.6,23,1002494
1911,Dave Danforth,Athletics,14,8,0.245,43,-0.1,-0.6,0.5,0,21,1002966
1912,Dave Danforth,Athletics,3,8,0.24,43,-0.1,-0.6,0.4,0,22,1002966
1963,Dave DeBusschere,White Sox,24,25,0.069,-57,0,-4.5,1.8,-0.2,22,1003121
1966,Dave Dowling,Cubs,1,4,0,-100,0,-1,0.3,-0.1,23,1003446
1972,Dave Downs,Phillies,4,8,0.228,38,0,-0.5,0.5,0,20,1003452
1967,Dave Duncan,Athletics,34,106,0.269,73,-0.3,-3.3,-2.4,-0.3,21,1003552
1968,Dave Duncan,Athletics,82,276,0.259,74,-0.5,-7.6,2.4,0.3,22,1003552
1969,Dave Duncan,Athletics,58,150,0.21,30,0,-12.2,0.5,-0.8,23,1003552
1964,Dave Duncan,Athletics,25,55,0.208,25,0,-4.8,-2.1,-0.6,18,1003552
1980,Dave Edler,Mariners,28,99,0.284,68,-0.8,-4.6,1.2,0,23,1003675
1872,Dave Eggler,Mutuals,56,298,0.354,127,0.6,18.3,11.2,3.3,23,1003705
1871,Dave Eggler,Mutuals,33,151,0.336,114,0.5,5.4,4.4,1.2,22,1003705
1945,Dave Ferriss,Red Sox,61,140,0.356,112,-0.1,1.8,7.3,1.4,23,1004012
1974,Dave Freisleben,Padres,33,80,0.235,46,0,-4.9,5,0.3,22,1004333
1975,Dave Freisleben,Padres,36,60,0.148,-13,0,-7.8,4.6,-0.1,23,1004333
1898,Dave Fultz,Phillies,19,61,0.272,63,-0.1,-3.1,-1.7,-0.2,23,1004404
1978,Dave Geisel,Cubs,18,3,0,-100,0,-0.8,0.2,0,23,1004603
1962,Dave Giusti,Colt .45's,26,27,0.313,92,0,-0.3,2.2,0.3,22,1004748
1972,Dave Goltz,Twins,15,34,0.133,-25,0,-4.3,2.2,-0.1,23,1004818
1964,Dave Gray,Red Sox,9,1,0.895,467,0,0.4,0.1,0.1,21,1004966
1991,Dave Hansen,Dodgers,53,58,0.307,95,0.2,-0.1,0.1,0.2,22,1403
1992,Dave Hansen,Dodgers,132,379,0.27,70,-0.9,-13.2,-2.1,-0.4,23,1403
1990,Dave Hansen,Dodgers,5,7,0.13,-27,0,-1,0,-0.1,21,1403
1982,Dave Henderson,Mariners,104,362,0.342,107,-1.6,1.4,8.9,2.2,23,1005630
1981,Dave Henderson,Mariners,59,145,0.277,70,0,-4.6,-1.6,-0.2,22,1005630
1974,Dave Hilton,Padres,74,234,0.272,70,-1.3,-9.3,-7.6,-1,23,1005836
1972,Dave Hilton,Padres,13,51,0.257,64,0.2,-1.8,-2.7,-0.3,21,1005836
1973,Dave Hilton,Padres,70,258,0.249,54,0.1,-13.6,-1.4,-0.7,22,1005836
1912,Dave Howard,Senators,1,0,0, ,0,0,0,0,23,1006074
1920,Dave Keefe,Athletics,32,42,0.258,40,0.1,-3.2,1.7,0,23,1006740
1917,Dave Keefe,Athletics,3,1,0,-100,0,-0.2,0,0,20,1006740
1919,Dave Keefe,Athletics,1,3,0,-100,0,-0.7,0.1,-0.1,22,1006740
2003,Dave Kelton,Cubs,10,12,0.178,-2,0.1,-1.5,-0.5,-0.2,23,285
1971,Dave Kingman,Giants,41,128,0.389,146,1,7.4,-1.6,1.1,22,1006939
1972,Dave Kingman,Giants,135,531,0.347,116,1.2,10.6,-6.5,2.6,23,1006939
1942,Dave Koslo,Giants,19,27,0.19,8,0,-2.7,1.7,0,22,1007118
1941,Dave Koslo,Giants,4,9,0.104,-53,0,-1.6,0.6,-0.1,21,1007118
2004,Dave Krynzel,Brewers,16,47,0.27,57,0.5,-2.1,2.1,0.2,22,8216
2005,Dave Krynzel,Brewers,5,7,0,-100,0,-1.9,0.1,-0.2,23,8216
1983,Dave LaPoint,Cardinals,37,71,0.198,18,0,-6.7,6.3,0.2,23,1007338
1982,Dave LaPoint,Cardinals,42,47,0.064,-76,0,-9.3,3.9,-0.4,22,1007338
1981,Dave LaPoint,Cardinals,3,5,0,-100,0,-1.2,0.4,-0.1,21,1007338
1970,Dave LaRoche,Angels,38,9,0.323,104,0,0,0.7,0.1,22,1007354
1971,Dave LaRoche,Angels,56,13,0.134,-18,0,-1.7,0.9,0,23,1007354
1972,Dave Lemonds,White Sox,34,28,0.132,-27,0,-3.5,1.8,-0.1,23,1007519
1969,Dave Lemonds,Cubs,2,1,0,-100,0,-0.2,0.1,0,20,1007519
1986,Dave Magadan,Mets,10,21,0.444,188,0,2.1,2.7,0.6,23,1007961
1987,Dave Martinez,Cubs,142,520,0.349,106,-0.5,3.4,-3.2,1.8,22,1008160
1988,Dave Martinez,- - -,138,494,0.295,85,0.8,-7.3,-1.5,0.7,23,1008160
1986,Dave Martinez,Cubs,53,116,0.179,-4,0,-14,-1.1,-1.2,21,1008160
1967,Dave May,Orioles,36,91,0.262,71,0,-2.7,0,-0.1,23,1008292
1966,Dave McNally,Orioles,34,83,0.212,34,0,-6,5.9,0.2,23,1008655
1964,Dave McNally,Orioles,30,57,0.179,11,0,-5.9,4.5,0,21,1008655
1963,Dave McNally,Orioles,29,45,0.108,-32,0,-6.9,3.3,-0.3,20,1008655
1965,Dave McNally,Orioles,35,70,0.107,-35,0,-10.7,5.5,-0.3,22,1008655
1962,Dave McNally,Orioles,1,3,0,-100,0,-0.8,0.2,0,19,1008655
1987,Dave Meads,Astros,45,4,0.4,149,0,0.2,0.4,0.1,23,1008708
1966,Dave Morehead,Red Sox,12,6,0.446,187,0,0.6,0.4,0.1,23,1009156
1965,Dave Morehead,Red Sox,34,73,0.19,10,0,-7.4,5.8,0.1,22,1009156
1964,Dave Morehead,Red Sox,32,60,0.132,-28,0,-8.9,4.7,-0.3,21,1009156
1963,Dave Morehead,Red Sox,29,62,0.103,-43,0,-10.3,4.5,-0.5,20,1009156
1963,Dave Nicholson,White Sox,126,520,0.329,111,0.2,6.7,-5.6,1.6,23,1009558
1960,Dave Nicholson,Orioles,54,133,0.303,87,-0.7,-2.9,-5.7,-0.5,20,1009558
1962,Dave Nicholson,Orioles,97,202,0.298,82,-1,-5.5,-3.8,-0.4,22,1009558
1993,Dave Nilsson,Brewers,100,340,0.317,90,-1.8,-6.2,-2.7,0.2,23,1009601
1992,Dave Nilsson,Brewers,51,183,0.301,86,-0.4,-3.3,5.4,0.8,22,1009601
1885,Dave Oldfield,Grays,10,29,0.374,140,0,1.7,0.2,0.3,20,1009760
1886,Dave Oldfield,- - -,35,133,0.212,52,-0.7,-10.4,-0.8,-0.5,21,1009760
1883,Dave Oldfield,Orioles,1,4,0,-54,0,-0.9,-1,-0.2,18,1009760
1883,Dave Orr,- - -,14,53,0.386,154,0,4.2,-0.1,0.5,23,1009848
1973,Dave Parker,Pirates,54,144,0.338,111,-0.1,1.7,4,1.1,22,1010000
1974,Dave Parker,Pirates,73,233,0.333,107,-0.5,1.5,-9.1,0,23,1010000
1979,Dave Patterson,Dodgers,37,9,0.13,-29,-0.4,-1.8,0.8,-0.1,22,1010060
1941,Dave Philley,White Sox,7,12,0.373,111,0,0.2,-0.1,0.1,21,1010285
1876,Dave Pierson,Reds,57,234,0.233,82,0,-6.5,-4.7,-0.3,20,1010338
1972,Dave Rader,Giants,133,494,0.293,81,-0.4,-10.8,7.4,1.5,23,1010636
1971,Dave Rader,Giants,3,4,0,-100,0,-0.9,0,-0.1,22,1010636
1973,Dave Roberts,Padres,127,503,0.347,118,1.6,12.1,-2.1,2.8,22,1011032
1972,Dave Roberts,Padres,100,443,0.273,74,0.8,-12,-8.5,-0.5,21,1011032
1974,Dave Roberts,Padres,113,360,0.23,42,0.5,-23.1,-5.6,-1.8,23,1011032
1912,Dave Robertson,Giants,3,2,0.48,174,0.2,0.4,-0.1,0,22,1011027
1972,Dave Rosello,Cubs,5,15,0.412,152,0,0.9,-1.8,0,22,1011206
1973,Dave Rosello,Cubs,16,40,0.284,66,-0.4,-1.9,-2.7,-0.3,23,1011206
1877,Dave Rowe,White Stockings,2,7,0.267,81,0,-0.2,-0.1,0,22,1011252
1982,Dave Sax,Dodgers,2,2,0,-100,0,-0.5,0,0,23,1011479
1972,Dave Schneck,Mets,37,134,0.259,62,-0.3,-5.9,1,-0.1,23,1011593
1906,Dave Shean,Athletics,22,84,0.29,83,0.7,-0.8,1,0.3,22,1011836
1940,Dave Short,White Sox,4,4,0.414,135,0,0.2,0,0,23,1011932
1957,Dave Skaugstad,Redlegs,2,2,0.351,108,0,0,0.1,0,17,1012031
1910,Dave Skeels,Tigers,1,3,0,-100,0,-0.6,0.1,-0.1,18,1012032
1938,Dave Smith,Athletics,21,14,0.106,-46,0,-3,1,-0.1,23,1012116
1979,Dave Stieb,Blue Jays,20,0,0, ,0,0,0,0,21,1012532
1980,Dave Stieb,Blue Jays,36,1,0,-100,0,-0.3,0,0,22,1012532
1981,Dave Stieb,Blue Jays,29,0,0, ,0,0,-0.1,0,23,1012532
1984,Dave Valle,Mariners,13,28,0.342,110,0,0.3,0.5,0.2,23,1013333
1964,Dave Vineyard,Orioles,19,15,0.191,19,0,-1.4,1.2,0,23,1013430
1976,Dave Wehrmeister,Padres,7,6,0,-100,0,-1.4,0.4,-0.1,23,1013731
1902,Dave Williams,Americans,3,10,0.362,108,-0.1,0,0.4,0.1,21,1013983
2002,Dave Williams,Pirates,10,16,0.182,1,0,-2,1.6,0,23,1013
2001,Dave Williams,Pirates,22,37,0.125,-36,0,-6.6,4,-0.1,22,1013
1899,Dave Wills,Colonels,24,96,0.246,42,-0.3,-8.4,-2,-0.6,22,1014050
1974,Dave Winfield,Padres,145,544,0.343,116,-0.8,8.9,-8.1,2,22,1014127
1975,Dave Winfield,Padres,143,591,0.341,113,3.2,12.2,-4.8,2.8,23,1014127
1973,Dave Winfield,Padres,56,154,0.324,103,0.1,0.6,-3.6,0.2,21,1014127
1964,Dave Wissman,Pirates,16,28,0.153,-8,0,-3.4,0.8,-0.2,23,1014160
1897,Dave Wright,Colts,1,4,0.435,139,-0.1,0.2,0.2,0,21,1014274
1895,Dave Wright,Pirates,1,1,0,-95,0,-0.3,0,0,19,1014274
1966,Davey Johnson,Orioles,131,541,0.287,86,-0.6,-9.2,4.4,1.1,23,1006440
1965,Davey Johnson,Orioles,20,53,0.223,42,0.6,-2.9,0.4,-0.1,22,1006440
1949,Davey Williams,Giants,13,58,0.33,87,0,-1,0.6,0.1,21,1013984
1951,Davey Williams,Giants,30,70,0.323,86,-0.2,-1.4,1.7,0.3,23,1013984
1995,David Bell,- - -,41,153,0.281,67,-0.7,-7.2,0.5,-0.1,22,1108
1996,David Bell,Cardinals,62,157,0.243,40,-0.3,-12.3,8.4,0.1,23,1108
1978,David Clyde,Indians,29,0,0, ,0,0,0,0,23,1002367
2003,David DeJesus,Royals,12,10,0.434,164,-0.3,0.5,-1.5,-0.1,23,1825
1997,David Dellucci,Orioles,17,32,0.315,87,0,-0.5,3.2,0.4,23,1402
1983,David Green,Cardinals,146,456,0.331,107,0.4,4.3,0.9,2.1,22,1004990
1984,David Green,Cardinals,126,478,0.314,98,-0.2,-1.4,-1.7,1.3,23,1004990
1982,David Green,Cardinals,76,178,0.303,89,1,-1.2,5.5,1,21,1004990
1981,David Green,Cardinals,21,40,0.219,30,-0.4,-3.4,2,0,20,1004990
2015,David Holmberg,Reds,6,12,0.27,65,0,-0.5,1.2,0.1,23,7725
2013,David Holmberg,Diamondbacks,1,1,0,-100,0,-0.3,0.1,0,21,7725
2014,David Holmberg,Reds,7,7,0,-100,0,-1.7,0.7,-0.1,22,7725
1989,David Justice,Braves,16,56,0.287,75,0,-1.5,1.3,0.1,23,923
1872,David Lenz,Eckfords,4,12,0.079,3,0,-2.5,0.1,-0.1,21,1007562
1993,David McCarty,Twins,98,371,0.247,43,-2,-27.8,-14.7,-3.1,23,1462
1992,David Nied,Braves,6,7,0.261,58,0,-0.3,0.6,0.1,23,1009577
1998,David Ortiz,Twins,86,326,0.358,110,0.2,4.3,-11.1,0.4,22,745
1997,David Ortiz,Twins,15,51,0.353,108,0,0.5,-0.7,0.2,21,745
1999,David Ortiz,Twins,10,25,0.145,-32,0,-4.4,-1.6,-0.5,23,745
1980,David Palmer,Expos,25,49,0.221,32,0,-3.7,3.8,0.2,22,1009970
1979,David Palmer,Expos,36,36,0.051,-83,0,-7.8,3.3,-0.3,21,1009970
1978,David Palmer,Expos,5,1,0,-100,0,-0.2,0.1,0,20,1009970
2009,David Price,Rays,23,3,0.298,80,0,-0.1,0.3,0,23,3184
1990,David Segui,Orioles,40,136,0.297,86,-0.1,-2.3,-7.4,-0.6,23,169
1993,David Weathers,Marlins,14,13,0.091,-57,0,-2.5,1.3,-0.1,23,902
1988,David West,Mets,2,2,1.103,657,0,1.2,0.2,0.2,23,1013799
2005,David Wright,Mets,160,657,0.393,142,4.3,38.8,-2.7,5.8,22,3787
2006,David Wright,Mets,154,661,0.382,132,3.9,31.2,-4.7,4.7,23,3787
2004,David Wright,Mets,69,283,0.363,120,1.8,9.1,5,2.3,21,3787
1872,Davy Force,- - -,44,227,0.423,154,0.3,26.6,8.6,3.1,22,1004213
1873,Davy Force,Canaries,49,243,0.377,129,0.9,16.1,6.9,2.3,23,1004213
1871,Davy Force,Olympics,32,166,0.301,92,1.8,-1.2,14.9,1.8,21,1004213
1902,Davy Jones,- - -,79,351,0.365,134,0.7,13.8,3.3,3,21,1006544
1903,Davy Jones,Cubs,130,559,0.334,101,-1.4,-0.8,-1,1.9,22,1006544
1901,Davy Jones,Brewers,14,64,0.33,95,0.3,-0.1,1.3,0.3,20,1006544
2010,Dayan Viciedo,White Sox,38,106,0.364,122,-0.4,2.4,-4,0.2,21,3917
2012,Dayan Viciedo,White Sox,147,543,0.321,98,-6.3,-7.4,-10.2,0,23,3917
2011,Dayan Viciedo,White Sox,29,113,0.294,78,0.3,-2.6,-0.9,0,22,3917
1916,Deacon Jones,Tigers,1,2,0,-100,0,-0.4,0.1,0,23,1006549
1887,Deacon McGuire,Quakers,41,163,0.378,120,-2,3.6,-0.7,0.7,23,1008553
1886,Deacon McGuire,Quakers,50,186,0.276,84,-1,-5.4,0.5,0.2,22,1008553
1885,Deacon McGuire,Wolverines,34,126,0.225,66,0,-6,5.8,0.4,21,1008553
1884,Deacon McGuire,Blue Stockings,45,157,0.217,64,0,-8.5,-3.8,-0.7,20,1008553
1871,Deacon White,Forest Citys,29,150,0.348,117,-1.1,4.8,-1.1,0.5,23,1013860
1963,Dean Chance,Angels,45,89,0.153,-2,0,-10.5,6.5,-0.2,22,1002130
1964,Dean Chance,Angels,46,100,0.091,-44,0,-16.8,7.9,-0.7,23,1002130
1962,Dean Chance,Angels,50,75,0.085,-52,0,-14.2,6.1,-0.6,21,1002130
1961,Dean Chance,Angels,5,5,0,-100,0,-1.4,0.4,-0.1,20,1002130
1961,Dean Look,White Sox,3,6,0,-100,0,-1.6,-0.1,-0.1,23,1007744
1992,Dean Palmer,Rangers,152,613,0.331,106,0.3,4.6,-12.7,1.3,23,482
1991,Dean Palmer,Rangers,81,304,0.309,91,-0.8,-4.1,-14.1,-0.8,22,482
1989,Dean Palmer,Rangers,16,20,0.131,-26,0,-2.9,-1.6,-0.4,20,482
1954,Dean Stone,Senators,31,64,0.182,-2,0,-7.5,4.9,-0.1,23,1012561
1953,Dean Stone,Senators,3,2,0,-100,0,-0.5,0.1,0,22,1012561
1914,Dean Sturgis,Athletics,4,5,0.339,110,0,0,0,0,21,1012656
1989,Dean Wilkins,Cubs,11,2,0,-100,0,-0.5,0.2,0,22,1013955
2001,Dee Brown,Royals,106,406,0.275,56,-0.3,-22.7,-2.6,-1.1,23,593
2000,Dee Brown,Royals,15,28,0.218,12,0,-3.3,1.8,0,22,593
1999,Dee Brown,Royals,12,27,0.12,-49,0,-5.4,0.7,-0.3,21,593
1998,Dee Brown,Royals,5,3,0,-100,0,-0.9,-1.3,-0.2,20,593
2011,Dee Gordon,Dodgers,56,233,0.304,94,4,2.3,-4,0.6,23,8203
1936,Dee Moore,Reds,6,10,0.515,214,0,1.5,0,0.2,22,1009101
1937,Dee Moore,Reds,7,15,0.163,-14,0,-2.1,0.2,-0.1,23,1009101
1913,Dee Walsh,Browns,23,65,0.269,62,0.1,-2.6,1.4,0.1,23,1013569
1989,Deion Sanders,Yankees,14,50,0.301,88,0.2,-0.5,1.9,0.3,21,1011415
1991,Deion Sanders,Braves,54,122,0.281,71,1,-3,-9.2,-0.8,23,1011415
1990,Deion Sanders,Yankees,57,149,0.236,41,0.8,-9.2,-3.2,-0.8,22,1011415
1895,Deke White,Phillies,3,9,0.12,-31,0,-2.1,0.3,-0.1,22,1013861
1915,Del Baker,Tigers,68,161,0.316,90,0.1,-1.7,-0.1,0.4,23,1000448
1914,Del Baker,Tigers,44,78,0.27,62,-0.9,-4.1,0.2,-0.1,22,1000448
1953,Del Crandall,Braves,116,420,0.344,102,0.3,1.6,12.7,2.8,23,1002729
1949,Del Crandall,Braves,67,239,0.306,76,0.4,-6.6,2.9,0.4,19,1002729
1950,Del Crandall,Braves,79,274,0.262,48,-0.1,-18.4,3.6,-0.6,20,1002729
1946,Del Ennis,Phillies,141,583,0.395,140,0.7,26.5,-3,4.4,21,1003786
1948,Del Ennis,Phillies,152,641,0.394,132,0.2,25.4,-9.5,3.7,23,1003786
1947,Del Ennis,Phillies,139,581,0.341,94,1.7,-2.9,-1.9,1.5,22,1003786
1909,Del Gainer,Tigers,2,5,0.194,20,0,-0.4,-0.1,0,22,1004432
1907,Del Mason,Reds,25,51,0.201,27,-0.2,-4.2,2.1,-0.1,23,1008216
1904,Del Mason,Senators,5,15,0,-92,0,-3,0.5,-0.2,20,1008216
1906,Del Mason,Reds,2,5,0,-100,0,-1.1,0.2,-0.1,22,1008216
1945,Del Rice,Cardinals,83,277,0.322,86,-0.1,-4.8,2.4,0.7,22,1010894
1946,Del Rice,Cardinals,55,150,0.32,89,-0.1,-1.8,0.6,0.3,23,1010894
1968,Del Unser,Senators,156,690,0.259,73,0.2,-18.2,-12,-1.3,23,1013286
1909,Del Young,Reds,2,8,0.334,111,-0.1,0,-0.1,0,23,1014371
1990,Delino DeShields,Expos,129,572,0.35,117,-0.5,10.6,-11.5,2.1,21,275
1992,Delino DeShields,Expos,135,599,0.344,119,3.3,15.6,-2.4,3.5,23,275
2015,Delino Deshields,Rangers,121,492,0.317,94,7.4,3.8,-8.2,1.3,22,11379
1991,Delino DeShields,Expos,151,673,0.317,100,2.1,2.1,-9.2,1.6,22,275
1883,Dell Darling,Bisons,6,20,0.21,54,0,-1.5,-1.8,-0.2,21,1002988
2006,Delmon Young,Devil Rays,30,131,0.348,110,0.6,2.2,3.5,1,20,2140
2008,Delmon Young,Twins,152,623,0.323,96,-0.5,-3.7,-27,-0.9,22,2140
2009,Delmon Young,Twins,108,416,0.317,90,-3.2,-8.4,-19.2,-1.3,23,2140
2007,Delmon Young,Devil Rays,162,681,0.315,89,-2.5,-11.9,-13.8,-0.2,21,2140
1914,Delos Brown,White Sox,1,1,0,-100,0,-0.2,0,0,21,1001509
1964,Denis Menke,Braves,151,588,0.367,136,0.2,24.4,11.1,6.1,23,1008766
1963,Denis Menke,Braves,146,572,0.282,83,-1.2,-11.8,17.1,2.6,22,1008766
1962,Denis Menke,Braves,50,166,0.256,55,-0.4,-9.7,1.2,-0.3,21,1008766
1911,Denney Wilie,Cardinals,28,61,0.346,100,0.1,0.2,-0.7,0.1,20,1013950
1912,Denney Wilie,Cardinals,30,59,0.319,82,-0.5,-1.9,-1.8,-0.2,21,1013950
1963,Dennis Bennett,Phillies,23,44,0.265,72,-0.4,-1.7,3.2,0.3,23,1000838
1962,Dennis Bennett,Phillies,31,69,0.16,-9,0,-9.4,5.6,-0.1,22,1000838
1975,Dennis Blair,Expos,30,53,0.155,-17,0,-7.1,4.1,-0.1,21,1001029
1974,Dennis Blair,Expos,22,61,0.147,-21,0,-8.4,3.8,-0.3,20,1001029
1976,Dennis Blair,Expos,5,4,0,-100,0,-1,0.3,-0.1,22,1001029
1885,Dennis Driscoll,Bisons,7,21,0.204,50,0,-1.5,-1.9,-0.3,22,1003504
1976,Dennis Lewallyn,Dodgers,4,5,0,-100,0,-1.1,0.4,-0.1,22,1007572
1977,Dennis Lewallyn,Dodgers,5,7,0,-100,0,-1.8,0.6,-0.1,23,1007572
1978,Dennis Littlejohn,Giants,2,0,0, ,0,0,-1,-0.1,23,1007660
1965,Dennis Musgraves,Mets,5,2,0,-100,0,-0.5,0.2,0,21,1009404
1986,Dennis Powell,Dodgers,27,14,0.275,72,0,-0.5,1.4,0.1,22,1010484
1985,Dennis Powell,Dodgers,16,5,0,-100,0,-1.2,0.5,-0.1,21,1010484
1964,Dennis Ribant,Mets,17,21,0.137,-19,0,-2.8,1.6,0,22,1010890
1965,Dennis Ribant,Mets,19,6,0,-100,0,-1.4,0.5,-0.1,23,1010890
1970,Dennis Saunders,Tigers,8,5,0,-100,0,-1.3,0.4,-0.1,21,1011460
1978,Dennis Sherrill,Yankees,2,1,0,-100,0,-0.2,-0.1,0,22,1011881
2002,Dennis Tankersley,Padres,17,13,0.389,144,0,0.7,1.3,0.2,23,1054
1935,Denny Galehouse,Indians,5,4,0.233,27,0,-0.4,0.2,0,23,1004443
1985,Denny Gonzalez,Pirates,35,138,0.291,81,-1.2,-4.2,-3.3,-0.3,21,1004830
1984,Denny Gonzalez,Pirates,26,91,0.225,34,-0.2,-7,0.5,-0.4,20,1004830
